competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,color,stem_length,stems_per_unit,unit_price,stem_price,available_units,grower_country,product_url,created_at,eta_date
Dvflora,20757,Carnation Red,Carnations,Stem,Red,,1,0.44,0.44,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,36940,Carnation Red Virgilio 75pk,Carnations,Stem,Red,,1,0.44,0.44,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,43327,Garden Rose Westmin' Abbey x12,Roses-Garden,Stem,Novelty,,12,2.99,2.99,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20710,Carnation Select Moon Aqua,Carnations,Stem,Lavender Light,,1,0.69,0.69,300,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20713,Carnation Select Moon Vista,Carnations,Stem,Purple Dark,,1,0.69,0.69,300,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,56042,Carnation Pink-Hot,Carnations,Stem,Pink Hot,,1,0.44,0.44,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62796,Carnation Pink-Hot Bizet 75pk,Carnations,Stem,Pink Hot,,1,0.52,0.52,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,56983,Rose Yel Lighthouse 50cm,Roses-Standard,Stem,Yellow,50,1,1.79,1.79,25,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,60519,Carn Moon Select Asst 80pk,Carnations,Stem,Blue,,1,0.79,0.79,80,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,57635,Carnation Pink Lege,Carnations,Stem,Antique Pink,,1,0.64,0.64,175,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,45250,Ranunculus Bfly Blush 10st Can,Ranunculus,Bu,Butterfly,,10,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,34867,Ranunculus Bfly Musa,Ranunculus,Bu,Butterfly,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,22025,Ranunculus Bfly Org Minoan,Ranunculus,Bu,Butterfly,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,45708,Ranunculus Bfly Pink Hera 10st,Ranunculus,Bu,Butterfly,,10,,,,Ranunculus Bfly Pink Hera 10st,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,41364,Ranunculus Bfly Pk Lycia,Ranunculus,Bu,Butterfly,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,58990,Ranunculus Bfly Pk Melissa,Ranunculus,Bu,Butterfly,,1,,,,Chile,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,57278,Ranunculus Bfly Prp Thiva 10st,Ranunculus,Bu,Butterfly,,10,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,67825,Ranunculus Bfly Yel Phytalos,Ranunculus,Bu,Butterfly,,1,,,,Ranunculus Bfly Yel Phytalos,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,65802,Carnation Peach Lege Marrn 75p,Carnations,Stem,Antique Beige/Pch,,1,0.52,0.52,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62037,Carnation Peach Lege Marrone,Carnations,Stem,Antique Beige/Pch,,1,0.44,0.44,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,39882,Garden Rose Wht Patience x12,Roses-Garden,Stem,White,,12,3.99,3.99,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20771,Carnation Burgundy,Carnations,Stem,Burgundy,,1,0.46,0.46,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,60522,Carnation Purple,Carnations,Stem,Purple,,1,0.48,0.48,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20712,Carnation Select Moon Shade,Carnations,Stem,Purple,,1,0.69,0.69,300,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20713,Carnation Select Moon Vista,Carnations,Stem,Purple,,1,0.69,0.69,300,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50878,Carnation Lege Sport 50pk,Carnations,Stem,Peach,,1,0.59,0.59,50,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20748,Carnation Peach,Carnations,Stem,Peach,,1,0.48,0.48,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59274,Carnation Peach Apple Tea 75pk,Carnations,Stem,Peach,,1,0.48,0.48,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,65802,Carnation Peach Lege Marrn 75p,Carnations,Stem,Peach,,1,0.52,0.52,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62037,Carnation Peach Lege Marrone,Carnations,Stem,Peach,,1,0.44,0.44,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50879,Carnation Peach Lizi 50pk,Carnations,Stem,Peach,,1,0.59,0.59,50,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21353,Mini Carnation White,Carnations-Mini,Bu,White,,1,4.99,4.99,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21411,Mini Carnation White 15pk,Carnations-Mini,Bu,White,,1,5.19,5.19,15,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20751,Carnation Pink,Carnations,Stem,Pink,,1,0.42,0.42,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50880,Carnation Pink Doncel 50pk,Carnations,Stem,Pink,,1,0.59,0.59,50,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,48606,Carnation Pink Doncel pk75,Carnations,Stem,Pink,75,1,0.49,0.49,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,57635,Carnation Pink Lege,Carnations,Stem,Pink,,1,0.64,0.64,175,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62807,Carnation Pink Mizuky 75pk,Carnations,Stem,Pink,,1,0.49,0.49,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52191,Carnation Pink-DK Cervantes 75,Carnations,Stem,Pink,75,1,0.49,0.49,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,56042,Carnation Pink-Hot,Carnations,Stem,Pink,,1,0.44,0.44,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62796,Carnation Pink-Hot Bizet 75pk,Carnations,Stem,Pink,,1,0.52,0.52,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,37109,Carnation Green,Carnations,Stem,Green,,1,0.48,0.48,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20755,Carnation Green Prado Mint,Carnations,Stem,Green,,1,0.44,0.44,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20734,Carnation Cream,Carnations,Stem,Cream,,1,0.42,0.42,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21347,Mini Carnation Orange,Carnations-Mini,Bu,Orange,,1,4.29,4.29,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21343,Mini Carnation Pink-Hot,Carnations-Mini,Bu,Pink Hot,,1,4.79,4.79,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,54875,Carnation Mustard,Carnations,Stem,Yellow,,1,0.49,0.49,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68374,Carnation Yellow,Carnations,Stem,Yellow,,1,0.44,0.44,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52190,Carnation Yellow Diletta 75,Carnations,Stem,Yellow,75,1,0.58,0.58,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21350,Mini Carnation Purple,Carnations-Mini,Bu,Purple,,1,4.29,4.29,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,65781,Carnation Caramel,Carnations,Stem,Antique Beige/Pk,,1,0.49,0.49,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20763,Carnation White,Carnations,Stem,White,,1,0.44,0.44,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,28125,Carnation White Fancy 175pk,Carnations,Stem,White,,1,0.44,0.44,175,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20765,Carnation White Select 175pk,Carnations,Stem,White,,1,0.52,0.52,175,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68376,Carnation Wht Moon Light 75pk,Carnations,Stem,White,,1,0.54,0.54,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21337,Mini Carnation Cherry Tessino,Carnations-Mini,Bu,Bicolor,,1,4.19,4.19,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21349,Mini Carnation Peppermint,Carnations-Mini,Bu,Bicolor,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21351,Mini Carnation Red,Carnations-Mini,Bu,Red,,1,4.89,4.89,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50626,Mini Carnation Masquerade,Carnations-Mini,Bu,Peach,,1,4.69,4.69,18,Miami,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21348,Mini Carnation Peach,Carnations-Mini,Bu,Peach,,1,4.59,4.59,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21345,Mini Carnation Pink-Light,Carnations-Mini,Bu,Pink Light,,1,4.29,4.29,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21355,Mini Carnation Green,Carnations-Mini,Bu,Green,,1,4.49,4.49,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52159,Carnation Lav Boheme 75pk,Carnations,Stem,Lavender,,1,0.49,0.49,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62801,Carnation Lav Farida 75pk,Carnations,Stem,Lavender,,1,0.49,0.49,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62802,Carnation Lav Prinz 75pk,Carnations,Stem,Lavender,,1,0.58,0.58,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,58013,Carnation Lavender,Carnations,Stem,Lavender,,1,0.44,0.44,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20710,Carnation Select Moon Aqua,Carnations,Stem,Lavender,,1,0.69,0.69,300,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,20711,Carnation Select Moon Lite,Carnations,Stem,Lavender,,1,0.69,0.69,300,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21354,Mini Carnation Yellow,Carnations-Mini,Bu,Yellow,,1,4.59,4.59,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21344,Mini Carnation Lavender,Carnations-Mini,Bu,Lavender,,1,4.09,4.09,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,21336,Mini Carnation Burgundy,Carnations-Mini,Bu,Burgundy,,1,4.59,4.59,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,28926,Rose HPk Roseberry 50cm,Roses-Standard,Stem,Pink Hot,50,1,1.49,1.49,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,42746,Rose Hpk Roseberry 50cm Cs50,Roses-Standard,Stem,Pink Hot,50,1,1.39,1.39,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,33130,Delph Blue Volkenfried 50cm 6p,Delphinium,Bu,Blue Dark,50,1,9.79,9.79,6,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,33130,Delph Blue Volkenfried 50cm 6p,Delphinium,Bu,Blue,50,1,9.79,9.79,6,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,65467,Rose Crm Quicksand 40cm Cs50,Roses-Standard,Stem,Cream,40,1,1.15,1.15,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,23412,Rose Crm Quicksand 50cm,Roses-Standard,Stem,Cream,50,1,1.55,1.55,25,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,28180,Rose Crm Quicksand 50cm,Roses-Standard,Stem,Cream,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,40918,Rose Crm Quicksand 50cm,Roses-Standard,Stem,Cream,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68761,Rose Crm Quicksand 50cm,Roses-Standard,Stem,Cream,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,40919,Rose Crm Quicksand 60cm Cs50,Roses-Standard,Stem,Cream,60,1,1.55,1.55,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,40920,Rose Crm Quicksand 60cm DVF,Roses-Standard,Stem,Cream,60,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,51794,Rose Crm Quicksand 70/80cm,Roses-Standard,Stem,Cream,70,70,1.69,1.69,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,28926,Rose HPk Roseberry 50cm,Roses-Standard,Stem,Pink,50,1,1.49,1.49,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,42746,Rose Hpk Roseberry 50cm Cs50,Roses-Standard,Stem,Pink,50,1,1.39,1.39,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,37313,Garden Rose Pk O'Hara x12,Roses-Garden,Stem,Pink,,12,2.79,2.79,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,48146,Garden Rose Pk O'Hara x25,Roses-Garden,Stem,Pink,25,25,2.79,2.79,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,66945,Garden Rose Wht O'Hara 40cm,Roses-Garden,Stem,White,40,1,2.79,2.79,100,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,40175,Garden Rose Wht O'Hara cs50,Roses-Garden,Stem,White,50,1,2.69,2.69,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,35812,Garden Rose Wht O'Hara x12,Roses-Garden,Stem,White,,12,2.79,2.79,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,48978,Garden Rose Wht O'Hara x25,Roses-Garden,Stem,White,25,25,2.79,2.79,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,33114,Delph Blue-Dk Sea Waltz 60/70,Delphinium,Bu,Blue,60,60,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,36083,Delph Blue-Dk Sea Waltz 60/70c,Delphinium,Bu,Blue,60,60,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,35608,Delph Blue-Dk Sea Waltz 70/90,Delphinium,Bu,Blue,70,70,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,39944,Delph Blue-Dk SeaWaltz 60cm 6p,Delphinium,Bu,Blue,60,1,9.99,9.99,6,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,33114,Delph Blue-Dk Sea Waltz 60/70,Delphinium,Bu,Blue Dark,60,60,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,36083,Delph Blue-Dk Sea Waltz 60/70c,Delphinium,Bu,Blue Dark,60,60,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,35608,Delph Blue-Dk Sea Waltz 70/90,Delphinium,Bu,Blue Dark,70,70,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,39944,Delph Blue-Dk SeaWaltz 60cm 6p,Delphinium,Bu,Blue Dark,60,1,9.99,9.99,6,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,39080,Delph Hyb Pink Pacif80c/10s,Delphinium,Bu,Pink,80,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,39084,Delph Hyb Prpl Blk Pacif80c/1,Delphinium,Bu,Purple,80,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,39082,Delph Hyb Prpl BlkK Pacif60c/1,Delphinium,Bu,Purple,60,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50877,Carnation Bernard 50pk,Carnations,Stem,Bicolor,,1,0.59,0.59,50,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,54810,Carnation Cheerio 75pk,Carnations,Stem,Bicolor,,1,0.49,0.49,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,68378,Carnation Cover,Carnations,Stem,Bicolor,,1,0.56,0.56,25,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50616,Carnation Creola,Carnations,Stem,Bicolor,,1,0.48,0.48,350,Miami,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50609,Carnation Komachi Fiesta,Carnations,Stem,Bicolor,,1,0.42,0.42,350,Miami,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,50986,Carnation Komachi Fiesta 50pk,Carnations,Stem,Bicolor,,1,0.52,0.52,50,Miami,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,52160,Carnation Mauve Mohave 75pk,Carnations,Stem,Bicolor,,1,0.52,0.52,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,62797,Carnation Nobbio Cherry 75pk,Carnations,Stem,Bicolor,,1,0.54,0.54,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,59274,Carnation Peach Apple Tea 75pk,Carnations,Stem,Bicolor,,1,0.48,0.48,75,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,54837,Carnation Spritz Sport,Carnations,Stem,Bicolor,,1,0.48,0.48,350,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,27364,Delph Hyb White 70/80cm 5stm,Delphinium,Bu,White,70,5,,,,California,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,38366,Delph Hyb White Pacif 60c/10s,Delphinium,Bu,White,60,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,38367,Delph Hyb White Pacif 70c/10st,Delphinium,Bu,White,70,10,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,38368,Delph Hyb White Pacif 80c/10st,Delphinium,Bu,White,80,10,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,38362,Delph Hyb Blue-Lt Pacif 60c/10,Delphinium,Bu,Blue Light,60,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,38363,Delph Hyb Blue-Lt Pacif 70c/10,Delphinium,Bu,Blue Light,70,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
Dvflora,38364,Delph Hyb Blue-Lt Pacif 80c/10,Delphinium,Bu,Blue Light,80,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,2025-05-28,2025-06-05
